종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"451060","1Q 200액티브","28000","-800","-2.78","28019.31","27775","28520","27775","184104","5169998019","277200000000","0","9900000","코스피 200","862.47","-26.10","-2.94"
"491610","1Q CD금리액티브(합성)","103555","15","0.01","103284.70","103550","103560","103550","5222","540758465","220882815000","0","2133000","KIS 하나 CD금리 총수익지수","11718.18","0.00","0.00"
"0103T0","1Q K소버린AI","9620","-300","-3.02","9628.90","9660","9695","9590","132750","1281382151","26455000000","0","2750000","iSelect K소버린AI 지수","1900.14","-52.52","-2.69"
"463290","1Q 단기금융채액티브","107850","15","0.01","107846.87","107845","107855","107845","3154","340156931","192296550000","0","1783000","MK 머니마켓 지수(총수익)","14562.86","0.96","0.01"
"0131W0","1Q 단기특수은행채액티브","100895","25","0.02","100897.01","100885","100895","100885","6921","698253677","109370180000","0","1084000","KIS 단기특수은행채 지수(총수익)","115.76","0.00","0.00"
"479080","1Q 머니마켓액티브","52980","15","0.03","52977.50","52970","52980","52970","46385","2457303800","880739520000","0","16624000","KIS-하나 MMF 지수(총수익)","119.18","0.00","0.00"
"0026S0","1Q 미국S&P500","12050","-100","-0.82","12071.24","12080","12080","12025","247429","2981728456","244615000000","0","20300000","S&P 500","6624.70","0.00","0.00"
"0052S0","1Q 미국S&P500미국채혼합50액티브","11645","20","0.17","11654.08","11650","11665","11610","161257","1876579342","253861000000","0","21800000","S&P 500 and Short-Term Treasury 50/50 Blend Index","271.75","0.00","0.00"
"0069M0","1Q 미국나스닥100","12135","-140","-1.14","12163.57","12175","12175","12110","176486","2141737391","117709500000","0","9700000","NASDAQ 100","24425.09","0.00","0.00"
"0111P0","1Q 미국나스닥100미국채혼합50액티브","10595","-5","-0.05","10618.49","10615","10620","10580","163788","1736232723","197067000000","0","18600000","Nasdaq-100 US T-Bills 0-6 Month 50/50 Index","2828.95","0.00","0.00"
"0083S0","1Q 미국메디컬AI","9880","-215","-2.13","9882.19","9900","9910","9865","65084","642967577","41496000000","0","4200000","KEDI 미국메디컬AI 지수","1709.77","0.00","0.00"
"0004G0","1Q 미국배당TOP30","9300","-165","-1.74","9294.34","9345","9590","9280","22391","208360036","11160000000","0","1200000","Solactive U.S. Dividend TOP 30 Index PR","4044.05","0.00","0.00"
"0131V0","1Q 미국우주항공테크","12555","-455","-3.50","12521.04","12555","12590","12510","2153899","27051287913","581924250000","0","46350000","Akros 미국우주항공테크 지수","4171.55","0.00","0.00"
"0094X0","1Q 샤오미밸류체인액티브","10085","20","0.20","10134.23","10225","10385","9960","55571","559487455","15631750000","0","1550000","Solactive-KEDI Xiaomi Focus China Tech Index","1909.09","-29.27","-1.51"
"0017Y0","1Q 종합채권(AA-이상)액티브","96795","-580","-0.60","96861.29","96810","96820","96795","70","6776625","90503325000","0","935000","KIS 종합채권형 지수(AA-이상)(총수익)","123.31","0.00","0.00"
"0052T0","1Q 중단기회사채(A-이상)액티브","50190","-5","-0.01","50214.57","50185","50200","50180","12148","609614275","91245420000","0","1818000","KEDI 중단기크레딧플러스채권(AAA~A-)지수(총수익)","118.50","0.00","0.00"
"495330","1Q 코리아밸류업","25775","-670","-2.53","25705.25","25620","26190","25530","43949","1132389933","105677500000","0","4100000","코리아 밸류업 지수","2613.41","-75.26","-2.80"
"492500","1Q 현대차그룹채권(A+이상)&국고통안","51020","-75","-0.15","51039.77","51020","51045","51000","3020","154090590","109080760000","0","2138000","KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수","11845.30","-11.40","-0.10"
"473440","ACE 11월만기자동연장회사채AA-이상액티브","10700","10","0.09","10706.51","10700","10700","10695","3340","35721895","87740000000","0","8200000","KIS 11월 만기자동연장회사채(AA-이상) 총수익지수","122.33","0.00","0.00"
"105190","ACE 200","87170","-2720","-3.03","87303.56","87035","88820","86685","640778","56037265879","1433946500000","0","16450000","코스피 200","862.37","-26.20","-2.95"
"332500","ACE 200TR","58240","-1660","-2.77","58143.87","57955","59200","57800","415136","24264753247","151424000000","0","2600000","코스피 200 TR","1138.08","-34.03","-2.90"
"461270","ACE 26-06 회사채(AA-이상)액티브","11125","0","0.00","11143.10","11125","11130","11125","40419","449678935","153525000000","0","13800000","KIS 크레딧 2606만기형(AA-이상)지수(총수익지수)","124.78","0.00","0.00"
"475260","ACE 2월만기자동연장회사채AA-이상액티브","10620","-5","-0.05","10624.06","10625","10625","10620","74","785990","50020200000","0","4710000","KAP 2월 만기자동연장회사채(AA-이상) 총수익지수","121.27","0.00","0.00"
"385600","ACE 2차전지&친환경차액티브","10375","-170","-1.61","10332.03","10315","10480","10275","37108","383580254","20750000000","0","2000000","FnGuide 친환경 자동차 밸류체인 지수","1845.53","-45.71","-2.42"
"475270","ACE 5월만기자동연장회사채AA-이상액티브","10595","-5","-0.05","10598.12","10600","10600","10595","305","3232990","44287100000","0","4180000","KIS 5월 만기자동연장회사채(AA-이상) 총수익지수","119.88","0.00","0.00"
"475280","ACE 8월만기자동연장회사채AA-이상액티브","10580","0","0.00","10587.43","10590","10590","10580","7","74080","73848400000","0","6980000","KAP 8월 만기자동연장회사채(AA-이상) 총수익지수","121.53","0.00","0.00"
"469150","ACE AI반도체TOP3+","48675","-960","-1.93","48547.32","47900","49555","47775","1416354","68845284601","537858750000","0","11050000","FnGuide AI반도체 TOP3+ 지수","6089.70","-135.78","-2.18"
"0079X0","ACE BYD밸류체인액티브","12290","-150","-1.21","12364.74","12870","12870","12280","775","9552750","3072500000","0","250000","Bloomberg BYD Plus Top Supply Chain Select Price Return Index","2735.24","0.00","0.00"
"385590","ACE ESG액티브","18535","-390","-2.06","18454.04","18310","18730","18310","892","16488076","40777000000","0","2200000","MSCI Korea Country ESG Leaders Custom Capped Price return Index","3509.87","-74.36","-2.07"
"0010E0","ACE FTSE WGBI Korea","93120","-645","-0.69","93226.07","93135","93140","93040","45","4190535","4469760000","0","48000","FTSE Korean Government Bond Index(TR)","199.17","0.00","0.00"
"226380","ACE Fn성장소비주도주","6575","-195","-2.88","6579.17","6640","6640","6575","198","1304495","4602500000","0","700000","FnGuide 성장소비주도 지수","2176.02","-67.29","-3.00"
"475050","ACE KPOP포커스","10890","-240","-2.16","10892.33","11045","11095","10805","455522","4986008474","150282000000","0","13800000","iSelect K-POP 포커스지수(시장가격)","2716.98","-63.82","-2.30"
"411060","ACE KRX금현물","32210","-680","-2.07","32343.53","32340","32390","32050","2506158","80828278036","4970003000000","0","154300000","KRX 금현물지수","5423.56","-130.05","-2.34"
"291130","ACE MSCI멕시코(합성)","18880","5","0.03","18883.50","18880","18910","18555","523","9854785","16992000000","0","900000","MSCI MEXICO IMI 25/50 Price return Index","13351.78","0.00","0.00"
"256440","ACE MSCI인도네시아(합성)","7295","30","0.41","7279.69","7235","7310","7235","27291","198595156","32098000000","0","4400000","MSCI Indonesia Index","5174.72","0.00","0.00"
"261920","ACE MSCI필리핀(합성)","13300","-205","-1.52","13491.15","13570","13570","13280","812","10833987","5320000000","0","400000","MSCI Philippines IMI Index","1549.43","-8.52","-0.55"
"0021D0","ACE TDF2030액티브","11300","-130","-1.14","11286.40","11250","11342","11250","13512","152981451","16950000000","0","1500000","Bloomberg Multi Asset Target-date 2030 KRW Index","2747.91","0.00","0.00"
"0021E0","ACE TDF2050액티브","12490","-255","-2.00","12414.09","12655","12655","12455","191519","2394867264","68695000000","0","5500000","Bloomberg Multi Asset Target-date 2050 KRW Index","3403.47","0.00","0.00"
"0139P0","ACE 고배당주","13900","-260","-1.84","13871.39","13855","13990","13780","368124","5098123362","63940000000","0","4600000","KRX-Akros 고배당주 20 지수","3458.56","-77.11","-2.18"
"225130","ACE 골드선물 레버리지(합성 H)","63515","-5355","-7.78","62222.70","64790","65025","63515","16415","1056369211","38109000000","0","600000","S&P GSCI GOLD Index Excess Return","287.34","-7.70","-2.61"
"483340","ACE 구글밸류체인액티브","17750","-395","-2.18","17830.82","17955","18010","17695","517153","9201133964","165075000000","0","9300000","KEDI 글로벌 AI 클라우드 지수","5759.41","0.00","0.00"
"365780","ACE 국고채10년","84930","-690","-0.81","84961.01","84905","84990","84765","10148","861443061","400699740000","0","4718000","KIS 10년 국고채 지수 (총수익)","16094.99","-100.33","-0.62"
"114460","ACE 국고채3년","101295","-305","-0.30","101389.20","101305","101390","101295","1010","102360485","12155400000","0","120000","KTB INDEX(시장가격)","10236.89","-18.00","-0.18"
"494340","ACE 글로벌AI맞춤형반도체","13240","-75","-0.56","13280.16","13700","13700","13230","7337","97226775","9930000000","0","750000","Solactive AI Custom Semiconductor Index(PR)","6008.81","0.00","0.00"
"446770","ACE 글로벌반도체TOP4 Plus","59325","-1115","-1.84","59522.24","59690","59900","59040","255086","15143278325","1058951250000","0","17850000","Solactive Global Semiconductor TOP4 Plus Price Return Index","10214.17","-217.69","-2.09"
"435040","ACE 글로벌브랜드TOP10","19000","-160","-0.84","19080.58","19125","19125","18990","439","8365465","13300000000","0","700000","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","4546.78","0.00","0.00"
"497510","ACE 글로벌빅파마","12560","-115","-0.91","12564.58","12700","12700","12430","1471","18426095","8792000000","0","700000","Solactive Global Big Pharma Index (Price Return)","2035.72","0.00","0.00"
"460960","ACE 글로벌인컴TOP10","11740","-5","-0.04","11781.88","11760","11805","11720","61061","717308005","85702000000","0","7300000","Solactive Global Superior Income TOP 10 Price Return Index","781.27","0.00","0.00"
"414270","ACE 글로벌자율주행액티브","12960","-120","-0.92","12951.82","12845","13135","12800","20613","267342205","36288000000","0","2800000","FactSet US-China Electric&Autonomous Vehicle Price Return Index","317.66","-3.59","-1.12"
"440640","ACE 단기채권알파액티브","111095","0","0.00","111100.24","111100","111105","111090","2759","306522150","68434520000","0","616000","KIS 단기채권알파AA-이상 총수익지수","122.41","0.00","0.00"
"190620","ACE 단기통안채","100860","10","0.01","100866.15","100865","100870","100855","7886","795401275","218462760000","0","2166000","KIS MSB 단기지수(총수익)","13039.70","0.63","0.00"
"494330","ACE 라이프자산주주가치액티브","22305","-185","-0.82","22230.41","21880","22520","21880","23523","522991360","80298000000","0","3600000","FnGuide 기업가치 지수(시장가격)","3001.03","-63.20","-2.06"
"265690","ACE 러시아MSCI(합성)","8535","0","0.00","48.11","0","0","0","0","0","15789750000","0","1850000","MSCI Russia 25% Capped Price Return Index",,,
"152500","ACE 레버리지","36470","-2325","-5.99","36417.39","36210","37880","36060","78607","2882512599","47411000000","0","1300000","코스피 200","862.37","-26.20","-2.95"
"0153P0","ACE 리츠부동산인프라액티브","10585","50","0.47","10585.87","10540","10590","10485","30256","319218934","18523750000","0","1750000","FnGuide 맥쿼리인프라 배당 리츠 지수 (시장가격)","896.80","-0.64","-0.07"
"483330","ACE 마이크로소프트밸류체인액티브","11725","-120","-1.01","11690.00","11845","11845","11715","65389","767804619","16415000000","0","1400000","KEDI 글로벌생성형AI 지수","3527.91","0.00","0.00"
"487340","ACE 머니마켓액티브","104240","30","0.03","104242.53","104235","104245","104235","9475","987687296","733224160000","0","7034000","MK-KAP 머니마켓 총수익지수","119.60","0.00","0.00"
"0085P0","ACE 미국10년국채액티브","10955","65","0.60","10968.40","10970","10990","10910","105893","1159419246","89831000000","0","8200000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","114.78","0.00","0.00"
"0085N0","ACE 미국10년국채액티브(H)","10060","-65","-0.64","10057.14","10060","10065","10050","181861","1829323884","121726000000","0","12100000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","114.78","0.00","0.00"
"452250","ACE 미국30년국채선물레버리지(합성 H)","5270","-90","-1.68","5302.50","5300","5300","5250","15119","79549802","55862000000","0","10600000","S&P Ultra T-Bond Futures Index(ER)","109.57","-0.15","-0.13"
"476760","ACE 미국30년국채액티브","10215","15","0.15","10242.34","10240","10240","10190","248748","2540505146","305428500000","0","29900000","Bloomberg U.S Treasury 20+ Year Total Return Index","592.45","0.00","0.00"
"453850","ACE 미국30년국채액티브(H)","7570","-75","-0.98","7577.59","7570","7580","7550","2440133","18458547564","1765324000000","0","233200000","Bloomberg U.S Treasury 20+ Year Total Return Index","592.45","0.00","0.00"
"476750","ACE 미국30년국채엔화노출액티브(H)","8575","-45","-0.52","8593.18","8590","8590","8555","117519","1007582379","86607500000","0","10100000","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","111.18","0.00","0.00"
"480030","ACE 미국500데일리타겟커버드콜(합성)","10490","-70","-0.66","10540.42","10530","10530","10480","82911","870244035","151056000000","0","14400000","Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index","1065.86","0.00","0.00"
"0118Z0","ACE 미국AI테크핵심산업액티브","8395","-165","-1.93","8447.06","8445","8510","8360","570818","4817832537","115851000000","0","13800000","Akros U.S. AI Innovator Price Return Index","16469.58","0.00","0.00"
"280320","ACE 미국IT인터넷(합성 H)","18305","-155","-0.84","18408.53","18885","18885","18030","240","4403230","14644000000","0","800000","다우존스 인터넷 종합지수","1112.54","0.00","0.00"
"360200","ACE 미국S&P500","24915","-220","-0.88","24961.13","24970","24980","24870","1230040","30651478924","3316186500000","0","133100000","S&P 500","6624.70","0.00","0.00"
"438080","ACE 미국S&P500미국채혼합50액티브","14045","0","0.00","14055.78","14020","14105","14020","586715","8244340072","919947500000","0","65500000","S&P 500 and Short-Term Treasury 50/50 Blend Index","271.75","0.00","0.00"
"0155M0","ACE 미국SMR원자력TOP10","8865","-100","-1.12","8890.22","8960","8960","8840","70936","629456072","33687000000","0","3800000","Solactive US SMR Nuclear TOP 10 Index (Price Return)","5301.75","0.00","0.00"
"309230","ACE 미국WideMoat동일가중","29905","-315","-1.04","29981.01","30200","30200","29890","22450","672162118","134572500000","0","4500000","MorningStar Wide Moat Focus Index","15028.01","0.00","0.00"
"367380","ACE 미국나스닥100","27885","-325","-1.15","27948.88","27950","27980","27825","1001853","27937217384","2732730000000","0","98000000","NASDAQ 100","24425.09","0.00","0.00"
"438100","ACE 미국나스닥100미국채혼합50액티브","14870","-25","-0.17","14890.91","14900","14925","14855","345603","5144643257","612644000000","0","41200000","NASDAQ-100 US T-Bills 50/50 Index","1892.80","0.00","0.00"
"456880","ACE 미국달러SOFR금리(합성)","12960","135","1.05","12982.08","13000","13000","12930","70035","908366418","359510400000","0","27740000","Solactive SOFR Daily Total Return Index","1236.11","0.00","0.00"
"440650","ACE 미국달러단기채권액티브","12405","135","1.10","12414.67","12435","12450","12360","74336","922450307","44658000000","0","3600000","Bloomberg Short-Term Treasury Total Return Index","150.79","0.00","0.00"
"0127M0","ACE 미국대형가치주액티브","11050","5","0.05","11040.86","11105","11105","10950","149935","1646358650","125970000000","0","11400000","CRSP US Large Cap Value Index(PR)","3343.24","0.00","0.00"
"0127P0","ACE 미국대형성장주액티브","9645","-90","-0.92","9649.41","9735","9735","9585","731983","7035404851","618726750000","0","64150000","CRSP US Large Cap Growth Index(PR)","6135.92","0.00","0.00"
"480040","ACE 미국반도체데일리타겟커버드콜(합성)","13800","-85","-0.61","13850.53","13850","13870","13510","81705","1127660405","104880000000","0","7600000","Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index","1737.58","0.00","0.00"
"402970","ACE 미국배당다우존스","14740","-80","-0.54","14749.34","14795","14795","14690","305824","4503092101","779746000000","0","52900000","Dow Jones U.S. Dividend 100 Price Return Index","6441.73","0.00","0.00"
"0046Y0","ACE 미국배당퀄리티","12245","-20","-0.16","12221.16","12265","12265","12130","14657","179050089","51429000000","0","4200000","WisdomTree U.S. Quality Dividend Growth Index (Price Return)","748.47","0.00","0.00"
"0049M0","ACE 미국배당퀄리티+커버드콜액티브","11535","-45","-0.39","11560.91","11525","11565","11520","33481","386336772","83052000000","0","7200000","Bloomberg WisdomTree U.S. Quality Dividend & B500 Premium Decrement 50:50 Index","1232.59","0.00","0.00"
"0049K0","ACE 미국배당퀄리티채권혼합50","11015","-15","-0.14","11014.67","11180","11180","11005","21287","234898540","20928500000","0","1900000","Bloomberg WisdomTree U.S. Quality Dividend & Short Term KRW Bonds 50:50 TR Index","1962.49","0.00","0.00"
"181480","ACE 미국부동산리츠(합성 H)","81120","-1945","-2.34","81493.95","81510","81685","81120","1210","98341497","9734400000","0","120000","Dow Jones U.S. Real Estate Index","1850.57","0.00","0.00"
"480020","ACE 미국빅테크7+데일리타겟커버드콜(합성)","11940","-120","-1.00","11945.33","11975","11975","11915","67703","808702093","173130000000","0","14500000","Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index","1827.32","0.00","0.00"
"465580","ACE 미국빅테크TOP7 Plus","21730","-270","-1.23","21778.28","21845","21845","21695","2039670","44346549494","987628500000","0","45450000","Solactive US Big Tech Top 7 Plus Price Return Index","33007.76","0.00","0.00"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","35805","-830","-2.27","35830.62","36160","36160","35595","14282","511911808","114576000000","0","3200000","Solactive US Big Tech Top 7 Plus Price Return Index","33007.76","0.00","0.00"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","7465","120","1.63","7443.62","7410","7480","7410","2507","18682980","1866250000","0","250000","Solactive US Big Tech Top 7 Plus Price Return Index","33007.76","0.00","0.00"
"473590","ACE 미국주식베스트셀러","20145","-460","-2.23","20319.30","20075","20325","20075","15872","320814145","60435000000","0","3000000","FnGuide 미국 주식 베스트셀러 지수(시장가격지수)","9851.23","0.00","0.00"
"0008E0","ACE 미국중심중소형제조업","12725","-220","-1.70","12791.56","12885","12885","12715","2921","37267802","10816250000","0","850000","NYSE FactSet US Focus Manufacturing Index(Price Return)","326.68","0.00","0.00"
"391600","ACE 미국친환경그린테마","11885","-105","-0.88","12046.78","11990","11990","11885","731","8733225","8319500000","0","700000","Indxx US Green Infrastructure Price return Index","3414.55","0.00","0.00"
"455660","ACE 미국하이일드액티브(H)","9575","-55","-0.57","9561.59","9570","9575","9555","47128","450962646","53620000000","0","5600000","Markit iBoxx USD Liquid High Yield Total Return Index","392.53","0.00","0.00"
"245710","ACE 베트남VN30(합성)","29510","-380","-1.27","29675.51","29605","29795","29510","44885","1330254205","303953000000","0","10300000","VN30 Index(PR)","1840.37","-28.47","-1.52"
"131890","ACE 삼성그룹동일가중","32810","-510","-1.53","32847.97","32715","33165","32715","2951","97000480","13124000000","0","400000","MKF SAMs EW 지수","32425.68","-496.52","-1.51"
"108450","ACE 삼성그룹섹터가중","31475","-605","-1.89","31435.30","31145","31900","31140","48392","1522961270","88130000000","0","2800000","MKF SAMs SW","30984.52","-611.10","-1.93"
"316300","ACE 싱가포르리츠","14535","105","0.73","14558.07","14635","14635","14410","2309","33564905","7267500000","0","500000","Morningstar Singapore REIT Yield Focus Index(PR)","1261.62","-7.27","-0.57"
"277540","ACE 아시아TOP50","27670","-520","-1.84","27636.97","28400","28400","27430","918","25630120","22136000000","0","800000","S&P ASIA50 Price Return Index","7906.02","-182.70","-2.26"
"483420","ACE 애플밸류체인액티브","17290","-150","-0.86","17296.59","17130","17430","17130","10696","185243827","27664000000","0","1600000","Bloomberg Top 30 Supply Chain Plus Apple Price Return Index","3846.10","0.00","0.00"
"483320","ACE 엔비디아밸류체인액티브","17935","-155","-0.86","17953.43","17915","18030","17810","863843","15508086958","201768750000","0","11250000","KEDI 글로벌AI반도체 지수","7764.49","0.00","0.00"
"448540","ACE 엔비디아채권혼합","25125","-110","-0.44","25235.23","25080","25225","25075","74668","1877220245","233662500000","0","9300000","Bloomberg Blended NVIDIA Equity and Korean Bond Index","9555.32","0.00","0.00"
"0099L0","ACE 우량회사채(AA-이상)액티브","99070","-55","-0.06","99176.24","99085","99100","99070","110","10899055","143255220000","0","1446000","KIS 1~3년 우량크레딧(AA-이상) 총수익지수","117.62","0.00","0.00"
"433500","ACE 원자력TOP10","72140","-5","-0.01","72002.00","70880","73200","70705","310045","22372124372","317416000000","0","4400000","DeepSearch 원자력 TOP 10지수","7324.66","-19.81","-0.27"
"0102X0","ACE 유럽방산TOP10","11430","95","0.84","11457.51","11255","11470","11255","33217","380058000","10858500000","0","950000","NYSE FactSet Europe Defense TOP10 Index (Price Return)","748.71","0.00","0.00"
"487920","ACE 인도시장대표BIG5그룹액티브","8075","-185","-2.24","8094.43","8260","8300","8070","5585","45596885","8882500000","0","1100000","Indxx India Big 5 Conglomerates Index (Price Return)","4352.78","0.00","0.00"
"487910","ACE 인도컨슈머파워액티브","8665","-220","-2.48","8661.53","8875","8895","8645","20142","177088675","11264500000","0","1300000","Indxx India Super Consumption Index (Price Return)","3236.96","0.00","0.00"
"145670","ACE 인버스","2030","70","3.57","2020.00","2045","2045","1986","185180","373489268","4060000000","0","2000000","코스피 200 선물지수","4241.83","-133.11","-3.04"
"497520","ACE 일라이릴리밸류체인","11900","-80","-0.67","11941.54","11980","11980","11870","2198","26132955","8330000000","0","700000","Solactive Eli Lilly Value Chain Index(PR)","3009.24","0.00","0.00"
"238720","ACE 일본Nikkei225(H)","38320","-1360","-3.43","38296.34","38540","38780","38045","6838","261935410","34488000000","0","900000","Nikkei 225","53372.53","-1866.87","-3.38"
"196030","ACE 일본TOPIX레버리지(H)","70180","-4320","-5.80","70177.19","71535","72145","70150","1010","71579567","35090000000","0","500000","TOPIX","3609.40","-108.01","-2.91"
"205720","ACE 일본TOPIX인버스(합성 H)","1694","29","1.74","1713.59","1683","1696","1675","6360","10683205","5082000000","0","3000000","TOPIX","3609.40","-108.01","-2.91"
"469160","ACE 일본반도체","21030","-405","-1.89","21038.70","20760","21345","20760","6995","148247123","14721000000","0","700000","Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)","5823.45","-203.16","-3.37"
"0021C0","ACE 장기자산배분액티브","13155","-310","-2.30","13275.98","13465","13465","13140","11487","152650665","13155000000","0","1000000","Bloomberg Multi Asset Target-date 2080 KRW Index","4017.81","0.00","0.00"
"356540","ACE 종합채권(AA-이상)액티브","104050","-425","-0.41","104031.36","103975","104095","103970","2714","282329733","1044974150000","0","10043000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","118.21","0.00","0.00"
"447430","ACE 주주환원가치주액티브","17235","-20","-0.12","17267.46","17265","17265","17080","41040","703487178","62046000000","0","3600000","FnGuide 올라운드 가치주 지수","1136.77","-9.79","-0.85"
"416090","ACE 중국과창판STAR50","11205","-135","-1.19","11291.55","11425","11475","11200","13121","147857231","13446000000","0","1200000","STAR 50 Index(Price Return)","1339.37","-33.21","-2.42"
"168580","ACE 중국본토CSI300","36030","-125","-0.35","36177.62","36600","36677","36025","2350","85283659","128266800000","0","3560000","CSI 300 Index","0.00","-4658.33","-100.00"
"219900","ACE 중국본토CSI300레버리지(합성)","4885","-60","-1.21","4929.54","4960","5025","4835","2332","11325265","7816000000","0","1600000","CSI 300 Index","0.00","-4658.33","-100.00"
"272910","ACE 중장기국공채액티브","106230","-335","-0.31","106320.30","106235","106330","106230","44","4674819","68943270000","0","649000","KIS 종합채권국공채1-10Y지수","155.22","0.00","0.00"
"0087F0","ACE 차이나AI빅테크TOP2+액티브","11245","-175","-1.53","11203.07","11500","11500","11230","4753","53728487","12369500000","0","1100000","Solactive China AI Big Tech TOP2+ Index (Price Return)","1713.45","0.00","0.00"
"371870","ACE 차이나항셍테크","7950","-125","-1.55","8019.55","8015","8075","7920","9811","78310496","15105000000","0","1900000","Hang Seng TECH Index","5003.02","-105.28","-2.06"
"380340","ACE 코리아AI테크핵심산업","19215","-270","-1.39","19317.95","19015","19485","18615","8277","159289433","9607500000","0","500000","FnGuide 코리아AI테크핵심산업지수 (Price Return)","3852.50","-36.34","-0.93"
"496120","ACE 코리아밸류업","26060","-805","-3.00","26110.95","26025","26545","25950","2429","63429705","19545000000","0","750000","코리아 밸류업 지수","2613.33","-75.34","-2.80"
"354500","ACE 코스닥150","19925","-430","-2.11","20020.03","19930","20175","19850","259520","5188282880","239100000000","0","12000000","코스닥 150","1991.55","-40.31","-1.98"
"305050","ACE 코스피","60580","-1360","-2.20","60322.19","60240","61220","60040","11131","672634311","36348000000","0","600000","코스피","5763.22","-161.81","-2.73"
"457480","ACE 테슬라밸류체인액티브","21130","-485","-2.24","21173.96","21300","21370","21120","1005562","21365470960","1164263000000","0","55100000","Bloomberg EV Supporters Plus Tesla Price Return Index","10296.83","0.00","0.00"
"469170","ACE 포스코그룹포커스","6865","-105","-1.51","6860.90","6890","6960","6820","600805","4133447772","121853750000","0","17750000","FnGuide 포스코그룹포커스 지수(시장가격)","3424.87","-50.69","-1.46"
"495710","BNK 26-06 특수채(AAA이상)액티브","51455","10","0.02","51447.23","51455","51455","51455","2","102910","108364230000","0","2106000","KAP 26-06 특수채 총수익 지수(AAA이상)","108.05","0.00","0.00"
"466810","BNK 2차전지양극재","6675","-180","-2.63","6688.47","6800","6817","6675","83308","560191746","9678750000","0","1450000","iSelect 2차전지양극재 지수","5208.90","-148.32","-2.77"
"457930","BNK 미래전략기술액티브","27800","-480","-1.70","27796.99","27970","28170","27700","1201","33515055","8340000000","0","300000","iSelect 미래전략기술 지수 (PR)","6329.45","-152.97","-2.36"
"487750","BNK 온디바이스AI","22900","-215","-0.93","22886.77","22080","23240","22080","15388","350035800","64120000000","0","2800000","FnGuide 온디바이스AI 지수","6180.32","-54.95","-0.88"
"445690","BNK 주주가치액티브","28305","-740","-2.55","28187.11","27890","28475","27890","2439","69171365","22644000000","0","800000","FnGuide 주주가치 지수","3511.69","-84.04","-2.34"
"0120J0","BNK 카카오그룹포커스","10250","-165","-1.58","10252.15","10115","10325","10115","26404","270062110","11275000000","0","1100000","FnGuide 카카오그룹 포커스 지수","478.66","-6.29","-1.30"
"486240","DAISHIN343 AI반도체&인프라액티브","23160","-180","-0.77","23074.62","22250","23300","22250","11934","273948975","71796000000","0","3100000","FnGuide AI반도체&인프라 지수","8221.30","-97.81","-1.18"
"434960","DAISHIN343 K200","87610","-2590","-2.87","87688.66","87845","88680","87050","1408","123759330","61327000000","0","700000","코스피 200","862.47","-26.10","-2.94"
"0098Z0","FOCUS 200","74070","-2340","-3.06","74215.79","74250","75430","74000","105","7794140","51849000000","0","700000","코스피 200","862.47","-26.10","-2.94"
"448570","FOCUS AI코리아액티브","26385","-765","-2.82","26437.93","26550","26730","26335","393","10406940","48812250000","0","1850000","코스피","5763.22","-161.81","-2.73"
"285690","FOCUS ESG리더스","19400","-500","-2.51","19529.88","19540","19540","19400","72","1397040","11640000000","0","600000","KRX ESG Leaders 150","2986.25","-47.59","-1.57"
"0073X0","FOCUS 알리바바미국채커버드콜혼합","10905","5","0.05","10928.91","10705","10940","10705","2844","30949749","10359750000","0","950000","KEDI 알리바바미국채커버드콜혼합지수(TR)","1160.45","0.00","0.00"
"293180","HANARO 200","87025","-2695","-3.00","87123.97","87035","88565","86465","72820","6360116495","539555000000","0","6200000","코스피 200","862.47","-26.10","-2.94"
"407310","HANARO 200 TOP10","16290","-495","-2.95","16304.47","16330","16565","16255","5395","88151285","23620500000","0","1450000","코스피 200 Top 10 지수","2519.27","-69.82","-2.70"
"332930","HANARO 200TR","113150","-3420","-2.93","113343.95","113170","115215","112425","2496","282441960","203670000000","0","1800000","코스피 200 TR","1138.36","-33.75","-2.88"
"304780","HANARO 200선물레버리지","99950","-6655","-6.24","99978.10","99820","103660","99280","3605","364080265","94952500000","0","950000","코스피 200 선물지수","4241.83","-133.11","-3.04"
"306520","HANARO 200선물인버스","3690","115","3.22","3704.86","3725","3725","3640","5831","21409345","1291500000","0","350000","코스피 200 선물지수","4241.83","-133.11","-3.04"
"0123S0","HANARO 26-12 은행채(AA+이상)액티브","10070","10","0.10","10073.83","10085","10085","10060","4698","47312075","61930500000","0","6150000","KIS 은행채2612만기형 지수","109.13","0.00","0.00"
