종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"449770","KIWOOM 미국S&P500","19775","-175","-0.88","19811.74","19820","19830","19740","3878","76678990","53392500000","0","2700000","S&P 500","6624.70","0.00","0.00"
"0127V0","KIWOOM 미국S&P500 TOP10&배당다우비중전환","10075","-95","-0.93","10094.03","10300","10300","10055","7483","75420230","13097500000","0","1300000","S&P500 TOP10 생애배당다우존스 2040 지수","694.89","0.00","0.00"
"0137W0","KIWOOM 미국S&P500&GOLD","9950","-110","-1.09","9976.59","9990","9990","9935","35290","351540549","25372500000","0","2550000","S&P500 & S&P GSCI 금현물 90/10 혼합지수","5423.67","0.00","0.00"
"0127T0","KIWOOM 미국S&P500&배당다우존스비중전환","10490","-60","-0.57","10492.31","10730","10730","10460","3831","40167406","12588000000","0","1200000","S&P500 생애배당다우존스 2040 지수","528.00","0.00","0.00"
"449780","KIWOOM 미국S&P500(H)","16300","-375","-2.25","16325.16","16310","16350","16280","6488","105829845","34230000000","0","2100000","S&P 500","6624.70","0.00","0.00"
"0137V0","KIWOOM 미국S&P500모멘텀","9730","-50","-0.51","9789.14","9780","9780","9705","42502","413695384","32109000000","0","3300000","S&P500 모멘텀 지수","2882.12","0.00","0.00"
"0107F0","KIWOOM 미국고배당&AI테크","10860","-60","-0.55","10939.95","10910","10915","10860","15568","169300842","27150000000","0","2500000","Akros 미국AI테크TOP10&미국고배당3070 지수","3226.95","0.00","0.00"
"453080","KIWOOM 미국나스닥100(H)","19215","-475","-2.41","19249.28","19230","19300","19190","18492","355628872","65331000000","0","3400000","NASDAQ 100","24425.09","0.00","0.00"
"460270","KIWOOM 미국달러SOFR금리액티브(합성)","13400","160","1.21","13400.05","13430","13430","13360","255","3415060","10854000000","0","810000","Solactive SOFR Daily Total Return Index","1236.11","0.00","0.00"
"138230","KIWOOM 미국달러선물","17330","205","1.20","17360.36","17355","17355","17255","7261","125754845","27901300000","0","1610000","미국달러선물지수","1676.25","19.44","1.17"
"225800","KIWOOM 미국달러선물레버리지","17565","365","2.12","17621.83","17635","17635","17525","244","4285725","11241600000","0","640000","미국달러선물지수","1676.25","19.44","1.17"
"139660","KIWOOM 미국달러선물인버스","7785","-60","-0.76","7747.72","7700","7900","7700","66823","520468171","56441250000","0","7250000","미국달러선물지수","1676.25","19.44","1.17"
"230480","KIWOOM 미국달러선물인버스2X","4010","-65","-1.60","4004.87","4000","4035","3985","33299","133424995","9543800000","0","2380000","미국달러선물지수","1676.25","19.44","1.17"
"0084E0","KIWOOM 미국대형주500월간목표헤지액티브","10125","25","0.25","10180.69","10115","10160","10115","310","3140425","30375000000","0","3000000","Akros 미국대형주500 월간방어적배분 지수(TR)","3379.87","0.00","0.00"
"373790","KIWOOM 미국방어배당성장나스닥","16865","-45","-0.27","16840.60","17020","17020","16725","951","16012055","4722200000","0","280000","Nasdaq US Low Volatility Dividend Achievers Index","1322.90","0.00","0.00"
"483030","KIWOOM 미국블록버스터바이오테크의약품+","11240","-60","-0.53","11303.76","11300","11335","11195","5984","67173080","5620000000","0","500000","Solactive Blockbuster Biotech Drugs Index(PR)","2317.45","0.00","0.00"
"459790","KIWOOM 미국성장기업30액티브","19085","-335","-1.73","19164.99","19420","19420","19085","415","7936395","25764750000","0","1350000","MSCI USA Index(Price Return)","6308.64","0.00","0.00"
"498270","KIWOOM 미국양자컴퓨팅","12335","-190","-1.52","12440.06","12395","12400","12285","141840","1751113416","225113750000","0","18250000","Solactive U.S. Quantum Computing Index(PR)","6957.89","0.00","0.00"
"474800","KIWOOM 미국원유에너지기업","16110","380","2.42","16061.13","15995","16500","15995","352377","5681743192","55579500000","0","3450000","MSCI US IMI Energy 25/50 Index(Price Return)","2225.95","0.00","0.00"
"0084D0","KIWOOM 미국테크100월간목표헤지액티브","10665","5","0.05","10758.15","10690","10700","10665","487","5201400","8532000000","0","800000","Akros 미국테크100 월간방어적배분 지수(TR)","5758.19","0.00","0.00"
"104520","KIWOOM 블루칩","14370","-320","-2.18","14314.12","14390","14490","14295","619","8888945","15807000000","0","1100000","MKF 블루칩","14266.99","-362.64","-2.48"
"0015E0","KIWOOM 엔비디아미국30년국채혼합액티브(H)","10430","-95","-0.90","10491.65","10510","10510","10415","6447","67374895","5215000000","0","500000","Bloomberg Blended NVIDIA and US Long Treasury Bond Index","7261.47","0.00","0.00"
"483020","KIWOOM 의료AI","14015","-425","-2.94","14186.87","14220","14225","14000","6308","88908848","9109750000","0","650000","FnGuide 의료AI 지수","3050.44","-74.00","-2.37"
"200250","KIWOOM 인도Nifty50(합성)","23135","-490","-2.07","23229.29","23300","23430","23105","44433","1034989848","208215000000","0","9000000","Nifty 50 Index","23777.80","0.00","0.00"
"454780","KIWOOM 종합채권(AA-이상)액티브","102630","-495","-0.48","102675.28","0","0","0","0","0","447364170000","0","4359000","KIS 종합 채권시장지수(AA-이상)(총수익지수)","118.05","0.00","0.00"
"441330","KIWOOM 차이나A50커넥트MSCI","12585","-65","-0.51","12912.79","12650","12650","12585","104","1309100","2517000000","0","200000","MSCI China A50 Connect Index","2573.13","-37.94","-1.45"
"454180","KIWOOM 차이나내수소비TOP CSI","9055","5","0.06","9028.93","9105","9105","9055","113","1027350","3622000000","0","400000","CSI SH-HK-SZ Consumer Top Index","1947.96","0.00","0.00"
"496090","KIWOOM 코리아밸류업","25845","-740","-2.78","25754.43","25670","26200","25595","1605","41371275","109841250000","0","4250000","코리아 밸류업 지수","2613.41","-75.26","-2.80"
"316670","KIWOOM 코스닥150","9870","-215","-2.13","9919.08","9835","9980","9815","97562","965162185","53692800000","0","5440000","코스닥 150","1991.55","-40.31","-1.98"
"291630","KIWOOM 코스닥150선물레버리지","8485","-370","-4.18","8479.61","8490","8675","8405","48607","414863020","8739550000","0","1030000","F-코스닥150 지수","2294.55","-58.39","-2.48"
"291620","KIWOOM 코스닥150선물인버스","3665","75","2.09","3688.48","3630","3705","3630","10324","37915420","2272300000","0","620000","F-코스닥150 지수","2294.55","-58.39","-2.48"
"153270","KIWOOM 코스피100","66170","-2155","-3.15","66281.54","66530","67440","65900","9652","640478300","27791400000","0","420000","코스피 100","6646.13","-199.10","-2.91"
"122260","KIWOOM 통안채1년","103085","5","0.00","103083.44","103085","103090","103075","5476","564479670","42264850000","0","410000","MK 통안채지수(총수익)","15140.83","-2.44","-0.02"
"0015F0","KIWOOM 팔란티어미국30년국채혼합액티브(H)","10505","-60","-0.57","10535.10","10565","10610","10500","6684","70316685","19959500000","0","1900000","Bloomberg Blended PALANTIR and US Long Treasury Bond Index","1792.20","0.00","0.00"
"0097L0","KIWOOM 한국고배당&미국AI테크","12590","-150","-1.18","12596.30","12740","12740","12530","15202","191472969","30216000000","0","2400000","Akros 미국AI테크TOP10&한국고배당3070 지수","5137.16","-65.47","-1.26"
"069500","KODEX 200","86750","-2620","-2.93","86847.72","86275","88395","86230","19615273","1705657827548","17814112500000","0","205350000","코스피 200","862.47","-26.10","-2.94"
"226980","KODEX 200 중소형","24505","-310","-1.25","24434.70","24240","24675","24200","4534","110832821","24505000000","0","1000000","코스피 200 중소형주지수","2416.74","-31.13","-1.27"
"337160","KODEX 200ESG","35610","-1125","-3.06","35586.31","35420","36260","35335","38169","1362368985","92586000000","0","2600000","코스피 200 ESG 지수","1054.01","-33.51","-3.08"
"363580","KODEX 200IT TR","34580","-820","-2.32","34522.29","33920","35190","33920","31412","1080104889","117572000000","0","3400000","코스피200 정보기술 TR","10509.01","-242.21","-2.25"
"278530","KODEX 200TR","31255","-895","-2.78","31246.10","31000","31810","31000","1034751","32366969695","5874377250000","0","187950000","코스피 200 TR","1138.11","-34.00","-2.90"
"337150","KODEX 200exTOP","24880","-485","-1.91","24924.81","24870","25210","24845","678","16901370","17416000000","0","700000","코스피 200 초대형제외 지수","535.91","-10.20","-1.87"
"223190","KODEX 200가치저변동","24500","-790","-3.12","24583.62","24535","24910","24465","4171","102541055","24500000000","0","1000000","코스피 200 가치저변동성","11969.35","-311.68","-2.54"
"252650","KODEX 200동일가중","18765","-255","-1.34","18701.76","18720","18870","18650","1634","30644540","69430500000","0","3700000","코스피 200 동일가중지수","3741.06","-66.02","-1.73"
"360140","KODEX 200롱코스닥150숏선물","13410","-110","-0.81","13450.72","13460","13545","13355","3965","53345230","32184000000","0","2400000","코스피200 롱 100% 코스닥150 숏 100% 선물지수","1175.60","-6.58","-0.56"
"284430","KODEX 200미국채혼합","20045","-240","-1.18","20053.21","20005","20190","19990","1344195","26961355117","1476915600000","0","73680000","코스피 200 미국채 혼합지수","4648.88","-37.04","-0.79"
"252670","KODEX 200선물인버스2X","249","16","6.87","249.12","249","251","239","3386491533","835415831892","1234591800000","0","4958200000","코스피 200 선물지수","4241.83","-133.11","-3.04"
"494890","KODEX 200액티브","25125","-720","-2.79","25082.89","25065","25540","24910","1059702","26661729065","987412500000","0","39300000","코스피 200","862.47","-26.10","-2.94"
"498400","KODEX 200타겟위클리커버드콜","18025","-415","-2.25","18001.59","17895","18290","17885","10588522","190694061234","3732977500000","0","207100000","코스피 200 타겟 15% 위클리 커버드콜 지수","2620.26","-72.67","-2.70"
"0117L0","KODEX 26-12 금융채(AA-이상)액티브","10035","5","0.05","10031.69","10030","10035","10030","6350","63705743","1930834350000","0","192410000","KAP 26-12 금융채 총수익 지수(AA-이상)","109.42","0.00","0.00"
"473290","KODEX 26-12 회사채(AA-이상)액티브","10765","10","0.09","10767.07","10760","10785","10760","30899","332541863","514028750000","0","47750000","KAP 26-12 회사채 총수익 지수(AA-이상)","120.21","0.00","0.00"
"0007F0","KODEX 27-12 회사채(AA-이상)액티브","10115","0","0.00","10117.39","10120","10120","10105","26148","264350598","405813800000","0","40120000","KAP 27-12 회사채 총수익 지수(AA-이상)","109.12","0.00","0.00"
"0119H0","KODEX 28-12 회사채(AA-이상)액티브","9900","-5","-0.05","9910.61","9905","9905","9890","6133","60729410","163845000000","0","16550000","KAP 28-12 회사채 총수익 지수(AA- 이상)","102.93","0.00","0.00"
"305720","KODEX 2차전지산업","16335","-380","-2.27","16253.78","16295","16590","16210","3221854","52688845349","1847488500000","0","113100000","FnGuide 2차전지 산업 지수","2843.47","-76.66","-2.63"
"462330","KODEX 2차전지산업레버리지","1587","-82","-4.91","1582.93","1600","1642","1570","37823259","60501229879","686694900000","0","432700000","FnGuide 2차전지 산업 지수","2837.87","-82.26","-2.82"
"461950","KODEX 2차전지핵심소재10","6230","-160","-2.50","6204.59","6195","6340","6175","925805","5769983881","232690500000","0","37350000","FnGuide 2차전지핵심소재10 지수","5524.61","-151.08","-2.66"
"457690","KODEX 33-06 국고채액티브","10635","-55","-0.51","10644.27","10650","10650","10630","7436","79098940","21376350000","0","2010000","KAP 33-06 국고채 총수익 지수","112.91","0.00","0.00"
"271060","KODEX 3대농산물선물(H)","8425","210","2.56","8398.60","8315","8455","8315","302455","2541828888","28813500000","0","3420000","S&P GSCI Grains Select Index ER","17.39","0.04","0.26"
"457700","KODEX 53-09 국고채액티브","10545","-110","-1.03","10517.22","10530","10570","10525","1832","19310855","13919400000","0","1320000","KAP 53-09 국고채 총수익 지수","106.33","0.00","0.00"
"395160","KODEX AI반도체","28600","-475","-1.63","28539.19","28085","29110","28000","3028453","86481339816","2310880000000","0","80800000","FnGuide AI반도체지수","6570.62","-128.82","-1.92"
"471990","KODEX AI반도체핵심장비","26650","75","0.28","26602.55","25790","27045","25700","1554211","41160109875","465042500000","0","17450000","iSelect AI 반도체핵심장비 지수","7461.13","21.11","0.28"
"487240","KODEX AI전력핵심설비","33785","255","0.76","33763.80","32745","34495","32585","4769865","160419659547","1908852500000","0","56500000","iSelect AI 전력핵심설비 지수(Price Return)","20371.08","135.49","0.67"
"481050","KODEX CD1년금리플러스액티브(합성)","1022900","235","0.02","1022754.90","1022895","1022900","1022895","49880","51022124851","2806326150000","0","2743500","KAP 1년은행 CD+추가금리 지수(총수익지수)","1227.13","0.09","0.01"
"459580","KODEX CD금리액티브(합성)","1074865","245","0.02","1074718.80","1074860","1074865","1074860","229083","246232679327","8148766538000","0","7581200","KAP 양도성예금증서(CD)금리지수(총수익지수)","123.56","0.04","0.03"
"439860","KODEX ESG종합채권(A-이상)액티브","113645","-265","-0.23","113864.29","113595","113710","113595","664","75463160","317069550000","0","2790000","KAP ESG 종합채권지수(A- 이상, 총수익)","130.43","0.00","0.00"
"266370","KODEX IT","46590","-905","-1.91","46624.81","45665","47535","45665","20882","973791415","55908000000","0","1200000","KRX 정보기술","4021.65","-81.29","-1.98"
"368680","KODEX K-뉴딜디지털플러스","8455","-260","-2.98","8476.31","8505","8535","8455","1255","10650430","7609500000","0","900000","FnGuide K-뉴딜 디지털 플러스 지수","2013.01","-57.69","-2.79"
"423160","KODEX KOFR금리액티브(합성)","110770","10","0.01","110764.36","110765","110770","110765","468866","51936181836","4388485860000","0","39618000","KOFR 지수","1183.18","0.08","0.01"
"292190","KODEX KRX300","39645","-1230","-3.01","39691.03","39570","40355","39450","14783","588849050","63432000000","0","1600000","KRX 300","3857.92","-113.29","-2.85"
"306950","KODEX KRX300레버리지","67145","-3530","-4.99","67396.86","67060","69425","66440","20223","1364310920","67145000000","0","1000000","KRX 300","3857.92","-113.29","-2.85"
"229720","KODEX KTOP30","31160","-930","-2.90","31223.94","31240","31640","31095","3829","119933814","18696000000","0","600000","KTOP 30","15700.27","-464.94","-2.88"
"266360","KODEX K콘텐츠","12450","-440","-3.41","12415.54","12550","12560","12360","66721","831535030","46065000000","0","3700000","KRX K콘텐츠","1917.81","-73.64","-3.70"
"291890","KODEX MSCI EM선물(H)","10725","-300","-2.72","10682.96","10780","10835","10725","432","4651380","7507500000","0","700000","iEdge Emerging Markets Futures Index(ER)","1497.24","-2.95","-0.20"
"289040","KODEX MSCI KOREA ESG유니버설","25860","-355","-1.35","25587.59","25475","25860","25435","171","4385205","18102000000","0","700000","MSCI Korea ESG Universal Capped Index","3571.31","-103.33","-2.81"
"156080","KODEX MSCI Korea","40885","-1110","-2.64","40967.62","40690","41655","40690","1140","46797345","32708000000","0","800000","MSCI Korea Index","1997.95","-56.64","-2.76"
"278540","KODEX MSCI Korea TR","30430","-830","-2.66","30338.14","30270","30880","30145","23297","708773565","2376583000000","0","78100000","MSCI Korea TR Index","3850.65","-114.39","-2.88"
"251350","KODEX MSCI선진국","37030","-440","-1.17","37172.54","37410","37410","37000","42398","1572781685","483241500000","0","13050000","MSCI World","4328.41","-13.07","-0.30"
"269420","KODEX S&P글로벌인프라(합성)","24365","-275","-1.12","24499.25","24555","25195","24030","10085","246384020","26752770000","0","1098000","S&P Global Infrastructure Index","3841.37","0.00","0.00"
"433970","KODEX TDF2030액티브","13630","-70","-0.51","13604.07","13740","13740","13520","46615","634659621","80417000000","0","5900000","Samsung Korea Target Date 2030 Index (Price Return)","1848.47","0.00","0.00"
"433980","KODEX TDF2040액티브","15250","-115","-0.75","15235.84","15365","15365","15230","56278","858194519","122762500000","0","8050000","Samsung Korea Target Date 2040 Index (Price Return)","2152.50","0.00","0.00"
"434060","KODEX TDF2050액티브","16390","-130","-0.79","16380.22","16465","16465","16350","189529","3104088367","490061000000","0","29900000","Samsung Korea Target Date 2050 Index (Price Return)","2494.36","0.00","0.00"
"0082V0","KODEX TDF2060액티브","11010","-110","-0.99","11005.00","11115","11115","10980","139180","1532445714","113403000000","0","10300000","Samsung Korea Target Date 2060 Index","2578.90","0.00","0.00"
"329650","KODEX TRF3070","14300","-80","-0.56","14321.42","14355","14355","14295","66403","950361037","254540000000","0","17800000","FnGuide TRF 3070 지수","1846.98","-2.96","-0.16"
"329660","KODEX TRF5050","17575","-75","-0.42","17680.13","17730","17730","17560","57090","1004329302","98420000000","0","5600000","FnGuide TRF 5050 지수","2288.72","-1.63","-0.07"
"329670","KODEX TRF7030","21485","15","0.07","21509.03","21420","21485","21375","44799","960624465","83791500000","0","3900000","FnGuide TRF 7030 지수","2805.18","0.47","0.02"
"395170","KODEX Top10동일가중","15280","-460","-2.92","15271.92","15330","15520","15245","21060","322658531","61120000000","0","4000000","FnGuide TOP10 동일가중 지수","2406.69","-71.38","-2.88"
"315930","KODEX Top5PlusTR","63005","-2100","-3.23","63024.72","62665","64230","62410","54260","3427637484","1480617500000","0","23500000","FnGuide TOP 5 Plus Total Return 지수","6451.81","-205.02","-3.08"
"261220","KODEX WTI원유선물(H)","23265","1105","4.99","23228.25","23725","23890","23085","2199132","51597385860","148314375000","0","6375000","S&P GSCI Crude Oil Index ER","221.55","2.05","0.93"
"271050","KODEX WTI원유선물인버스(H)","2370","-110","-4.44","2367.84","2370","2387","2305","14596162","34153165599","114826500000","0","48450000","S&P GSCI Crude Oil Index ER","221.55","2.05","0.93"
"468370","KODEX iShares미국인플레이션국채액티브","11935","85","0.72","11949.47","11980","11980","11910","95853","1144525282","18737950000","0","1570000","ICE U.S. Treasury Inflation Linked Bond Index(Total Return)","128.91","0.00","0.00"
"468630","KODEX iShares미국투자등급회사채액티브","12060","45","0.37","12068.79","12075","12080","12025","11829","142606452","36300600000","0","3010000","Markit iBoxx USD Liquid Investment Grade Index(Total Return)","341.22","0.00","0.00"
"468380","KODEX iShares미국하이일드액티브","11900","80","0.68","11913.64","11925","11935","11865","130259","1550242033","112336000000","0","9440000","ICE BofAML US HY Constrained Index(Total Return)","615.76","0.00","0.00"
"275290","KODEX 가치주","25820","-680","-2.57","25738.68","25705","26100","25610","4903","126745025","23238000000","0","900000","MSCI Korea IMI Enhanced Value Capped","14986.96","-422.21","-2.74"
"117700","KODEX 건설","7095","0","0.00","7064.64","6950","7165","6940","1763901","12505242366","74497500000","0","10500000","KRX 건설","1417.07","-1.23","-0.09"
"300950","KODEX 게임산업","6150","-460","-6.96","6162.77","6220","6255","6100","533683","3300432772","32595000000","0","5300000","FnGuide 게임 산업 지수","755.88","-59.22","-7.27"
"266390","KODEX 경기소비재","11070","-195","-1.73","11024.84","11185","11205","10975","10797","119326610","9963000000","0","900000","KRX 경기소비재","1250.94","-25.74","-2.02"
"279530","KODEX 고배당주","17655","-305","-1.70","17657.72","17530","17810","17500","287530","5076517065","377817000000","0","21400000","FnGuide 고배당 Plus 지수","27042.96","-420.06","-1.53"
"132030","KODEX 골드선물(H)","27420","-1145","-4.01","27141.77","27560","27725","27420","351006","9683350229","460656000000","0","16800000","S&P GSCI Gold Index(TR)","2400.29","0.00","0.00"
"280940","KODEX 골드선물인버스(H)","3115","120","4.01","3148.57","3080","3115","3065","58819","181543031","3270750000","0","1050000","S&P GSCI GOLD Index Excess Return","287.34","-7.70","-2.61"
"138910","KODEX 구리선물(H)","8525","-415","-4.64","8534.97","8625","8680","8525","179589","1546635028","47740000000","0","5600000","S&P GSCI North American Copper Index(TR)","784.77","0.00","0.00"
"471230","KODEX 국고채10년액티브","107095","-865","-0.80","107193.67","107105","107230","107025","22517","2411929355","494350520000","0","4616000","KAP 국고채 10년 지수(TR)","112.93","0.00","0.00"
"439870","KODEX 국고채30년액티브","103110","-1415","-1.35","102993.48","102865","103465","102790","8566","883449686","365318730000","0","3543000","KAP 국고채 30년 총수익 지수","93.11","0.00","0.00"
"114260","KODEX 국고채3년","61605","-160","-0.26","61619.06","61580","61645","61580","20479","1261612398","522410400000","0","8480000","MKF 국고채지수(총수익)","203.77","-0.42","-0.21"
"152380","KODEX 국채선물10년","66940","-525","-0.78","66963.62","66975","67010","66900","3273","219092660","41368920000","0","618000","10년국채선물지수","1174.24","-9.15","-0.77"
"176950","KODEX 국채선물10년인버스","57620","500","0.88","57567.03","57510","57620","57510","281","16173730","13483080000","0","234000","10년국채선물지수","1174.24","-9.15","-0.77"
"292770","KODEX 국채선물3년인버스","56855","165","0.29","56874.70","56820","56855","56820","55","3126955","22514580000","0","396000","국채선물지수","1214.79","-2.91","-0.24"
"276990","KODEX 글로벌로봇(합성)","24780","175","0.71","24860.26","24840","24850","24130","23447","578805523","43488900000","0","1755000","ROBO Global Robotics & Automation UCITS Price Return Index","1181.12","0.00","0.00"
"476070","KODEX 글로벌비만치료제TOP2 Plus","10355","-210","-1.99","10427.51","10565","10565","10330","28234","292907357","42455500000","0","4100000","iSelect 글로벌 비만치료제TOP2 Plus 지수(PR)","2715.99","0.46","0.02"
"0064K0","KODEX 금액티브","15160","-430","-2.76","15178.01","15235","15295","15160","379253","5777729715","264996800000","0","17480000","Bloomberg Gold Spot NY 4pm USD Index","4134.29","0.00","0.00"
"0089D0","KODEX 금융고배당TOP10","13210","-100","-0.75","13209.08","13000","13345","12940","1130036","14872965191","247027000000","0","18700000","코스피 200 금융 고배당 TOP 10 지수","2722.21","-19.55","-0.71"
"498410","KODEX 금융고배당TOP10타겟위클리커버드콜","13230","55","0.42","13190.94","13095","13255","12900","1192531","15582732992","640332000000","0","48400000","코스피 200 금융 고배당 TOP 10 타겟 15%분배 위클리 커버드콜 지수","1200.83","2.09","0.17"
"0162M0","KODEX 금융채1~2년(AA-이상)PLUS액티브","9995","-15","-0.15","10002.57","9990","9995","9990","1048","10469594","139030450000","0","13910000","KAP 금융채 1-2년 총수익 지수","118.18","0.00","0.00"
"102960","KODEX 기계장비","16540","-290","-1.72","16532.76","16485","16795","16425","12073","200089280","19848000000","0","1200000","KRX 기계장비","1788.46","-29.37","-1.62"
"404260","KODEX 기후변화솔루션","22115","-325","-1.45","22040.43","21980","22245","21980","700","15501585","19903500000","0","900000","KRX 기후변화 솔루션지수","4220.78","-101.04","-2.34"
"273140","KODEX 단기변동금리부채권액티브","114710","20","0.02","114704.85","114710","114720","114705","5328","611170105","326923500000","0","2850000","KAP 단기변동금리부은행채권지수","146.86","0.00","0.00"
"153130","KODEX 단기채권","113310","30","0.03","113305.76","113320","113325","113305","35260","3995488140","730849500000","0","6450000","KRW Cash 지수(총수익)","173.24","-0.01","-0.01"
"214980","KODEX 단기채권PLUS","114710","-5","0.00","114749.14","114715","114722","114705","19023","2182162901","1975879750000","0","17225000","KRW Cash PLUS 지수(총수익)","168.12","0.01","0.01"
"487950","KODEX 대만테크고배당다우존스","11160","-60","-0.53","11245.85","11000","11260","10530","41716","466662810","15066000000","0","1350000","Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR)","3116.77","0.00","0.00"
"122630","KODEX 레버리지","89505","-5735","-6.02","89648.86","89050","92950","88405","20399340","1838018578764","5786498250000","0","64650000","코스피 200","862.37","-26.20","-2.95"
"445290","KODEX 로봇액티브","33150","-825","-2.43","33107.84","33000","33625","33000","523093","17377180080","1045882500000","0","31550000","iSelect K-로봇테마 지수","3797.27","-101.49","-2.60"
"488770","KODEX 머니마켓액티브","103845","10","0.01","103858.77","103840","103845","103840","565822","58756749307","7383898725000","0","71105000","KAP MMF 지수(TR)","119.95","0.00","0.00"
"321410","KODEX 멀티에셋하이인컴(H)","10535","15","0.14","10482.08","10640","10640","10535","3","31710","5267500000","0","500000","Morningstar Multi-Asset High Income 10% Capped Index","1091.39","0.00","0.00"
"337120","KODEX 멀티팩터","28730","-840","-2.84","28790.30","28790","29015","28730","638","18481705","17238000000","0","600000","FnGuide 멀티팩터 지수","18003.30","-525.71","-2.84"
"401470","KODEX 메타버스액티브","8890","-310","-3.37","8905.25","8995","9020","8870","19377","172989315","80454500000","0","9050000","FnGuide K-메타버스 지수","1209.77","-54.10","-4.28"
"244620","KODEX 모멘텀Plus","19860","-150","-0.75","19871.03","19760","19975","19705","1882","37133270","13902000000","0","700000","FnGuide 모멘텀 Plus 지수","6494.18","-80.66","-1.23"
"275280","KODEX 모멘텀주","33880","-805","-2.32","33855.93","33775","34440","33665","1733","59144575","27104000000","0","800000","MSCI Korea IMI Momentum Capped","11022.75","-327.86","-2.89"
"308620","KODEX 미국10년국채선물","12720","55","0.43","12738.52","12735","12760","12680","64038","814676025","111936000000","0","8800000","S&P 10-Year U.S. Treasury Note Futures KRW(ER)","244.70","2.61","1.08"
"0091C0","KODEX 미국10년국채액티브(H)","9930","-70","-0.70","9926.04","9920","9935","9920","256964","2551232844","160866000000","0","16200000","KAP 미국 국채 10년 지수(총수익)","93.91","0.00","0.00"
"484790","KODEX 미국30년국채액티브(H)","8765","-85","-0.96","8766.09","8755","8770","8740","1128238","9879527486","583398400000","0","66560000","KEDI-KAP 미국 국채 20+ 지수(TR)","73.50","0.00","0.00"
"304660","KODEX 미국30년국채울트라선물(H)","7555","-75","-0.98","7594.00","7580","7590","7545","47769","361208609","189630500000","0","25100000","S&P Ultra T-Bond Futures Index(ER)","109.54","-0.18","-0.16"
"304670","KODEX 미국30년국채울트라선물인버스(H)","11775","135","1.16","11785.68","11760","11775","11740","7141","83942735","7065000000","0","600000","S&P Ultra T-Bond Futures Index(ER)","109.54","-0.18","-0.16"
"481060","KODEX 미국30년국채타겟커버드콜(합성 H)","8010","-65","-0.80","8044.27","8020","8020","8005","938182","7516121309","879898500000","0","109850000","Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR)","926.86","0.00","0.00"
"0151S0","KODEX 미국AI반도체TOP3플러스","10935","-165","-1.49","11036.95","11040","11040","10920","716575","7861474496","124112250000","0","11350000","Akros 미국 AI 반도체 Top 3 플러스 지수 (Price Return)","18908.88","0.00","0.00"
"0041D0","KODEX 미국AI소프트웨어TOP10","12485","-110","-0.87","12538.94","12550","12550","12470","72892","911477987","61176500000","0","4900000","iSelect 미국 AI 소프트웨어 TOP10 지수(PR)","3042.09","0.00","0.00"
"487230","KODEX 미국AI전력핵심인프라","20575","-75","-0.36","20696.20","20640","20680","20525","1352617","27888455602","1433048750000","0","69650000","iSelect 미국AI전력핵심인프라 지수(Price Return)","8565.07","0.00","0.00"
"485540","KODEX 미국AI테크TOP10","14140","-155","-1.08","14168.77","14200","14200","14115","282369","3993888075","276437000000","0","19550000","KEDI 미국AI테크 TOP10 지수(PR)","11308.34","0.00","0.00"
"483280","KODEX 미국AI테크TOP10타겟커버드콜","12030","-105","-0.87","12051.05","12080","12080","12005","300669","3618159064","544959000000","0","45300000","KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return)","9348.51","0.00","0.00"
"428560","KODEX 미국ETF산업Top10 Indxx","16315","-125","-0.76","16503.55","16375","16435","16305","2473","40441880","13052000000","0","800000","Indxx US ETF Industry Top10 Index(Price Return)","3655.58","0.00","0.00"
"379800","KODEX 미국S&P500","22530","-190","-0.84","22569.11","22585","22585","22490","24288168","547132624581","8062360500000","0","357850000","S&P 500","6624.70","0.00","0.00"
"449180","KODEX 미국S&P500(H)","14920","-315","-2.07","14937.31","14930","14975","14900","521829","7790043543","699002000000","0","46850000","S&P 500","6624.70","0.00","0.00"
"453660","KODEX 미국S&P500경기소비재","17825","-345","-1.90","17907.34","17905","17905","17785","1195","21287235","13368750000","0","750000","S&P Consumer Discretionary Select Sector Index(Price Return)","2231.49","0.00","0.00"
"453650","KODEX 미국S&P500금융","17945","-125","-0.69","17999.07","18000","18000","17915","8472","152123724","42170750000","0","2350000","S&P Financial Select Sector Index(Price Return)","601.40","0.00","0.00"
"0005A0","KODEX 미국S&P500데일리커버드콜OTM","9705","-65","-0.67","9714.58","9730","9730","9685","203719","1977259107","145575000000","0","15000000","S&P 500 Covered Call 1% OTM Daily Index(TR)","355.53","0.00","0.00"
"276970","KODEX 미국S&P500배당귀족커버드콜(합성 H)","7845","-65","-0.82","7840.02","8060","8060","7835","10779","84990668","36871500000","0","4700000","S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index","110.11","0.00","0.00"
"0026E0","KODEX 미국S&P500버퍼3월액티브","11440","20","0.18","11553.15","11465","11500","11400","3335","38225165","77220000000","0","6750000","S&P500 10% Buffered Index March Series (USD) TR","201.94","0.00","0.00"
